Article_Link,Article_Title,Date,Author,Description,Topic
https://www.smashingmagazine.com/2020/06/react-error-handling-reporting-error-boundary-sentry/ ,React Error Handling And Reporting With Error Boundary And Sentry,"june 1, 2020 ",Chidi Orji," In this article, we’ll explore the concept of error boundaries in a React application. We’ll work through an example app to see how we can use error boundaries to deliver a better app experience. Finally, we’ll integrate Sentry into our error boundary for realtime error reporting.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/mirage-javascript-factories-fixtures-serializers/ ,"Mirage JS Deep Dive: Understanding Factories, Fixtures And Serializers (Part 2)","may 29, 2020 ",Kelvin Omereshone," In this second part of the Mirage JS Deep Dive series, we will be looking at Mirage JS’ Factories, Fixtures, and Serializers. We’ll see how they enable rapid API mocking using Mirage.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/angular-templates-pug/ ,How To Create Better Angular Templates With Pug,"may 28, 2020 ",Zara Cooper," Pug is a template engine that allows you to write cleaner templates with less repetition. In this article, Zara Cooper explains what Pug is and how you can use it in your Angular app.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/getting-started-axios-nuxt/ ,Getting Started With Axios In Nuxt,"may 26, 2020 ",Timi Omoyeni," In this tutorial, we will learn how to make a request in our Nuxt.js applications using the Axios module. We will also learn how to use the ayncData and fetch methods to fetch data on the server-side and the differences between the two methods.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/reusable-react-components-tailwind/ ,Building Reusable React Components Using Tailwind,"may 25, 2020 ",Tilo Mitra," Tailwind is a popular utility-first CSS framework that provides low-level class names to web developers. In this article, we’ll explore ways to build reusable React components using Tailwind.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/understanding-machines-open-standard-javascript-functions/ ,Understanding Machines: An Open Standard For JavaScript Functions,"may 21, 2020 ",Kelvin Omereshone," In this article, Kelvin Omereshone introduces you to machines, an open standard for JavaScript functions. At the end of this article, you should be familiar with what machines are and how to implement them.",JAVASCRIPT
https://www.smashingmagazine.com/2020/05/styling-components-react/ ,Styling Components In React,"may 14, 2020 ",Shedrack Akintayo," React is a fantastic JavaScript library for building rich user interfaces. It provides a great component abstraction for organizing your interfaces into well-functioning code, but what about the look and feel of the app?",JAVASCRIPT
https://www.smashingmagazine.com/2021/03/outside-focus-click-handler-react-component/ ,Creating An Outside Focus And Click Handler React Component,"march 3, 2021 ",Arihant Verma," In this article, we’ll look at how to create an outside focus and click handler with React. We will recreate an open source react component react-foco from scratch in doing so.",REACT
https://www.smashingmagazine.com/2021/02/web-app-react-redux-sanity-io/ ,"Building A Web App With React, Redux And Sanity.io","february 11, 2021 ",Ifeanyi Dike," Headless CMS is a powerful and easy way to manage content and access API. Built on React, Sanity.io is a seamless tool for flexible content management. It can be used to build simple to complex applications from the ground up. In this article, Ifeanyi explains how to build a simple listing app with Sanity.io and React. The global states will be managed with Redux and the application will be styled with styled-components.",REACT
https://www.smashingmagazine.com/2021/01/design-developer-friendly-react-code-animaapp/ ,From Design To Developer-Friendly React Code In Minutes With Anima,"january 26, 2021 ",Miroslav Bekyarov," In this article, we’ll learn how to turn our static designs into a live, code-based prototype with real fields, forms, maps, and animations, and in turn, transform this prototype into React code ",REACT
https://www.smashingmagazine.com/2021/01/grommet-react-applications/ ,Using Grommet In React Applications,"january 18, 2021 ",Fortune Ikechi," In this tutorial, we’re going to learn how to use Grommet as a UI library for React applications. We’ll use Grommet as a UI library of choice to create a pricing component, this would help us have a better understanding of how to use Grommet.",REACT
https://www.smashingmagazine.com/2021/01/dialogflow-agent-react-application/ ,Integrating A Dialogflow Agent Into A React Application,"january 14, 2021 ",Nwani Victory," When it comes to building a conversational chat assistant that could be used at a small or enterprise level, Dialogflow would most likely be one of the first options that would show up in your search list. But apart from its console that is provided to design and manage an Agent, how can we create a chat assistant that can be used within our built web applications, too?",REACT
https://www.smashingmagazine.com/2020/12/stocks-price-notifier-app-react-apollo-graphql-hasura/ ,"Building A Stocks Price Notifier App Using React, Apollo GraphQL And Hasura","december 21, 2020 ",Ankita Masand," In this article, we’ll learn how to build an event-based application and send a web-push notification when a particular event is triggered. We’ll set up database tables, events, and scheduled triggers on the Hasura GraphQL engine and wire up the GraphQL endpoint to the front-end application to record the stock price preference of the user.",REACT
https://www.smashingmagazine.com/2020/12/how-redux-reducers-work/ ,How Redux Reducers Work,"december 14, 2020 ",Fortune Ikechi," If you have used Redux at any point while developing an application to manage state, you will most definitely have come across reducers. This tutorial will explain the concept of reducers and how they work specifically in Redux.",REACT
https://www.smashingmagazine.com/2020/12/conversational-nlp-enabled-chatbot-google-dialogflow/ ,Building A Conversational N.L.P Enabled Chatbot Using Google’s Dialogflow,"december 8, 2020 ",Nwani Victory," The 2019 Capgemini research institute’s report published after a research on the use of chat assistants showed a drastic 76% increase in customer satisfaction from organizations where chat assistants where built and incorporated into their services. But how does Dialogflow, a product from Google’s ecosystem, aid developers in building chat assistants and contribute to this quota?",REACT
https://www.smashingmagazine.com/2020/11/reactive-variables-graphql-apollo-client/ ,Reactive Variables In GraphQL Apollo Client,"november 27, 2020 ",Daniel Don, Reactive variables work with GraphQL Apollo and offer you the same functionality with Redux or Context API without the complexity or extra layers that come with these other tools. A reactive variable in GraphQL Apollo is easy to use and doesn’t have as much setup process compared to Redux.,REACT
https://www.smashingmagazine.com/2020/11/react-useref-hook/ ,A Thoughtful Way To Use React’s useRef() Hook,"november 19, 2020 ",Aleem Isiaka," In a React component, useState and useReducer can cause your component to re-render each time there is a call to the update functions. In this article, you will find out how to use the useRef() hook to keep track of variables without causing re-renders, and how to enforce the re-rendering of React Components.",REACT
https://www.smashingmagazine.com/2020/11/authenticating-react-apps-auth0/ ,Authenticating React Apps With Auth0,"november 11, 2020 ",Nefe Emadamerho-Atori," In this article, Nefe explains how to authenticate React apps using Auth0. You’ll also see how you can set up Social Logins in your apps.",REACT
https://www.smashingmagazine.com/2020/11/threejs-react-three-fiber/ ,A Dive Into React And Three.js Using react-three-fiber,"november 9, 2020 ",Fortune Ikechi," react-three-fiber is a powerful Three.js renderer that helps render 3D models and animations for React and its native applications. In this tutorial, you will learn how to configure and build 3D models in a React application.",REACT
https://www.smashingmagazine.com/2020/11/serverless-frontend-applications-google-cloud-platform/ ,Building Serverless Front-End Applications Using Google Cloud Platform,"november 6, 2020 ",Nwani Victory," In this article, you will learn what serverless applications are, how they are used on the Google Cloud, and also scenarios in which they can be used in a front-end application.",REACT
https://www.smashingmagazine.com/2020/11/data-visualization-apexcharts/ ,Data Visualization With ApexCharts,"november 5, 2020 ",Nefe Emadamerho-Atori," In this article, you will be exposed to ApexCharts and to the different types and variants of charts it provides. Along the way, we’ll build several types of charts and learn how we can customize the appearance of our charts.",REACT
https://www.smashingmagazine.com/2020/10/graphql-server-next-javascript-api-routes/ ,How To Build A GraphQL Server Using Next.js API Routes,"october 29, 2020 ",Ibrahima Ndaw," This guide will teach you the basics of Next.js API Routes. We will start by explaining what they are and why API Routes are useful compared to REST or GraphQL APIs. Then, we will guide you through a step by step tutorial on how to build your very first GraphQL server with Next.js and the Github API.",REACT
https://www.smashingmagazine.com/2020/10/introduction-to-framer-motion/ ,Introducing Framer Motion,"october 26, 2020 ",Nefe Emadamerho-Atori," Animations, when done right, are powerful. However, creating eye-catching animations with CSS can be tricky. In comes Framer Motion. With Framer Motion, you don’t need to be a CSS expert to make beautiful animations. Framer Motion provides us with production-ready animations and a low-level API we can interact with to integrate these animations into our applications.",REACT
https://www.smashingmagazine.com/2020/10/getting-started-with-next-js/ ,Getting Started With Next.js,"october 22, 2020 ",Adebiyi Adedotun," Next.js is a React framework that is bound to ease your life as a React developer by abstracting away the common and redundant tasks (such as routing) into relatively simpler and powerful APIs. That way, you can focus on writing your apps instead of reinventing the wheel.",REACT
https://www.smashingmagazine.com/2020/10/supercharge-testing-react-applications-wallabyjs/ ,Supercharge Testing React Applications With Wallaby.js,"october 16, 2020 ",Kelvin Omereshone, Ever had to switch your focus from your editor and to your terminal to see the results of your tests? This article will introduce you to Wallaby.js ,REACT
https://www.smashingmagazine.com/2020/10/tasks-react-app-web-workers/ ,Managing Long-Running Tasks In A React App With Web Workers,"october 15, 2020 ",Chidi Orji," In this tutorial, we’re going to learn how to use the Web Worker API to manage time-consuming and UI-blocking tasks in a JavaScript app by building a sample web app that leverages Web Workers.",REACT
https://www.smashingmagazine.com/2020/10/react-validation-formik-yup/ ,React Form Validation With Formik And Yup,"october 12, 2020 ",Nefe Emadamerho-Atori," Forms are an integral part of how users interact with our websites and web applications. Validating the data the user passes through the form is a critical aspect of our jobs as web developers. However, it doesn’t have to be a pain-staking process. In this article, we’ll learn how Formik handles the state of the form data, validates the data, and handles form submission.",REACT
https://www.smashingmagazine.com/2020/10/file-uploads-react-apollo-google-storage-graphql/ ,How To Manage File Uploads In React With Google Storage And GraphQL,"october 8, 2020 ",Nwani Victory," From a user’s profile picture to other media assets, data collection and storage to cloud services through file uploads have become an essential feature for most modern applications. In this article, you will learn how file uploads can be implemented in a GraphQL application.",REACT
https://www.smashingmagazine.com/2020/09/unit-testing-react-native-applications/ ,Unit Testing In React Native Applications,"september 29, 2020 ",Fortune Ikechi," Unit testing has become an integral part of the software development process. It is the level of testing at which the components of the software are tested. In this tutorial, you’ll learn how to test units of a React Native application.",REACT
https://www.smashingmagazine.com/2020/09/comparison-styling-methods-next-js/ ,Comparing Styling Methods In Next.js,"september 17, 2020 ",Adebiyi Adedotun," Among others, Next.js has dubbed itself: The React Framework for Static Websites. But just like every other framework whose goal is to help you build what matters by abstracting common, redundant tasks, you’re often required to learn something new and opinionated. With Next.js, one of the things you need to know is how to integrate different CSS methods with its API, and that is the focus of this tutorial.",REACT
https://www.smashingmagazine.com/2020/09/animating-react-components-greensock/ ,Animating React Components With GreenSock,"september 14, 2020 ",Blessing Krofegha," In this article, Blessing explains how GSAP plays well with the React library by integrating its functions into a React component in building an example landing page with a variety of animations.",REACT
https://www.smashingmagazine.com/2020/09/build-blog-nextjs-mdx/ ,How To Build A Blog With Next And MDX,"september 9, 2020 ",Ibrahima Ndaw," In this guide, we will be looking at Next.js, a popular React framework that offers a great developer experience and ships with all of the features you need for production.",REACT
https://www.smashingmagazine.com/2020/09/component-library-react-emotion/ ,Building A Component Library With React And Emotion,"september 4, 2020 ",Ademola Adegbuyi," A component library helps to keep a design consistent across multiple projects. It ensures consistency because any changes made will propagate across the projects that make use of it. In this tutorial, we’ll learn how to build a component library, using Emotion in React to resolve inconsistencies.",REACT
https://www.smashingmagazine.com/2020/09/building-react-apps-storybook/ ,Building React Apps With Storybook,"september 1, 2020 ",Abdulazeez Adeshina," In this article, you will learn how to build and test React components in isolation using Storybook. You will also learn how to use the knobs add-on to modify data directly from the storybook explorer.",REACT
https://www.smashingmagazine.com/2020/08/mobx-state-manager-react-native-applications/ ,Using Mobx As A State Manager In React Native Applications,"august 26, 2020 ",Fortune Ikechi," MobX is one of the many state management tools available to React developers. In this tutorial, we’re going to learn how to use MobX to manage state in React Native applications by building a React Native application to see how this is done.",REACT
https://www.smashingmagazine.com/2020/08/forms-validation-ionic-react/ ,Forms And Validation In Ionic React,"august 20, 2020 ",Jerry Navi," In this tutorial, you will learn how to build forms when working with Ionic React and how to make these forms interactive by adding validation rules with helpful text hints.",REACT
https://www.smashingmagazine.com/2020/08/mastering-props-proptypes-react/ ,Mastering Props And PropTypes In React,"august 17, 2020 ",Adeneye David Abiodun," Props and PropTypes are an important mechanism for passing information between React components, and in this article, we’re going to look into them in great detail.",REACT
https://www.smashingmagazine.com/2020/08/guide-product-tours-react-apps/ ,A Practical Guide To Product Tours In React Apps,"august 6, 2020 ",Blessing Krofegha," In this guide, you’ll learn how to proactively use product tours to onboard users into a new and complex UX, and how to familiarize them with UI functionality without boring them, using a typical React app.",REACT
https://www.smashingmagazine.com/2020/08/redux-real-world-application/ ,Setting Up Redux For Use In A Real-World Application,"august 3, 2020 ",Jerry Navi," Redux is a robust state-management library for single-page JavaScript apps. It is described on the official documentation as a predictable state container for Javascript applications and it’s fairly simple to learn the concepts and implement Redux in a simple app. Going from a simple counter app to a real-world app, however, can be quite the jump.",REACT
https://www.smashingmagazine.com/2020/07/client-side-graphql-apollo-client-react-apps/ ,Understanding Client-Side GraphQl With Apollo-Client In React Apps,"july 29, 2020 ",Blessing Krofegha," In this article, you’ll learn a few basics of GraphQL and Apollo Client, learning how to work with both of them. By the end, we’ll have built a pet shop app that uses Apollo Client.",REACT
https://www.smashingmagazine.com/2020/07/styled-components-react/ ,How To Use Styled-Components In React,"july 23, 2020 ",Adebiyi Adedotun," While the component-driven approach has ushered in a new frontier in the way we build web applications, it isn’t without its imperfections ",REACT
https://www.smashingmagazine.com/2020/07/methods-performance-react-apps/ ,Methods Of Improving And Optimizing Performance In React Apps,"july 16, 2020 ",Shedrack Akintayo," Since React was introduced, it has transformed the way front-end developers build web applications, and its virtual DOM is famous for effectively rendering components. In this tutorial, we will discuss various methods of optimizing performance in React applications, and also the features of React that we can use to improve performance.",REACT
https://www.smashingmagazine.com/2020/07/custom-react-hook-fetch-cache-data/ ,How To Create A Custom React Hook To Fetch And Cache Data,"july 13, 2020 ",Ademola Adegbuyi," There is a high possibility that a lot of components in your React application will have to make calls to an API to retrieve data that will be displayed to your users. It’s already possible to do that using the componentDidMount() lifecycle method, but with the introduction of Hooks, you can build a custom hook which will fetch and cache the data for you. That’s what this tutorial will cover.",REACT
https://www.smashingmagazine.com/2020/07/understanding-plugin-development-gatsby/ ,Understanding Plugin Development In Gatsby,"july 6, 2020 ",Aleem Isiaka," Gatsby is a modern static-site generator that has revamped the way static websites are being built. It incorporates React, Node.js, and GraphQL to create stunning and blazing-fast websites. In this post, we will discuss Gatsby plugins and develop our own comment plugin.",REACT
https://www.smashingmagazine.com/2020/07/react-apps-testing-library/ ,How To Test Your React Apps With The React Testing Library,"july 3, 2020 ",Chidi Orji," Testing gives confidence in written code. In the context of this article, ‘testing’ means ‘automated testing’. Without automated testing, it is significantly harder to ensure the quality of a web application of significant complexity. Fails caused by automated testing may lead to more bugs in production. In this article, we’re going to show how React developers can quickly start testing their app with the React Testing Library (RTL).",REACT
https://www.smashingmagazine.com/2020/06/firebase-push-notifications-react/ ,Firebase Push Notifications In React,"june 29, 2020 ",Chidi Orji," In this tutorial, we’ll learn how to work with Firebase push notifications in the backend and frontend. We’ll set up the notifications system with an Express back-end server. Afterwards, we’ll listen for the notifications in a React front-end app.",REACT
https://www.smashingmagazine.com/2020/06/practical-guide-testing-react-applications-jest/ ,A Practical Guide To Testing React Applications With Jest,"june 24, 2020 ",Adeneye David Abiodun," Building a well-functioning application requires good testing; otherwise, knowing whether your application works as expected would be a matter of guesswork and luck. Jest is one of the best tools available for testing React applications. In this article, you will learn everything you need to create a solid test for your React components and application.",REACT
https://www.smashingmagazine.com/2020/06/introduction-swr-react-hooks-remote-data-fetching/ ,An Introduction To SWR: React Hooks For Remote Data Fetching,"june 22, 2020 ",Ibrahima Ndaw," In this article, we’ll be looking at a new way of retrieving data in React Apps named SWR. This is a set of hooks for remote data fetching that makes things easier, such as caching, pagination, and so on.",REACT
https://www.smashingmagazine.com/2020/06/better-reducers-with-immer/ ,Better Reducers With Immer,"june 16, 2020 ",Chidi Orji," When working with React, we maintain a lot of state. To make updates to our state, we need to write a lot of reducers. In this article, we’re going to learn how to use Immer to write reducers, and more.",REACT
https://www.smashingmagazine.com/2020/06/smashing-podcast-episode-18/ ,Smashing Podcast Episode 18 With Mina Markham: How Can I Learn React?,"june 16, 2020 ",Drew McLellan," In this episode of the Smashing Podcast, we’re talking about learning React. What’s React like to work with, and how can experienced developers get started? Drew McLellan chats to Mina Markham to find out.",REACT
https://www.smashingmagazine.com/2020/06/facial-recognition-web-application-react/ ,Building A Facial Recognition Web Application With React,"june 11, 2020 ",Adeneye David Abiodun," In this article, we will build a facial recognition web app with the help of React and the Face Recognition API, and cover the Face Detection model and Predict API.",REACT
https://www.smashingmagazine.com/2020/06/higher-order-components-react/ ,Higher-Order Components In React,"june 8, 2020 ",Shedrack Akintayo," In this tutorial, we are going to learn about higher-order components, the syntax of higher-order components, as well as use cases for them. In the process, we will build a higher-order component from an existing React component.",REACT
https://www.smashingmagazine.com/2020/06/rest-api-react-fetch-axios/ ,Consuming REST APIs In React With Fetch And Axios,"june 3, 2020 ",Shedrack Akintayo," If you’re a React developer who’d like to learn how you can start consuming APIs in your React applications, then this article is for you. Shedrack Akintayo explains what a REST API is and how to build a simple application that consumes a REST API by using both Fetch API and Axios.",REACT
https://www.smashingmagazine.com/2020/06/react-error-handling-reporting-error-boundary-sentry/ ,React Error Handling And Reporting With Error Boundary And Sentry,"june 1, 2020 ",Chidi Orji," In this article, we’ll explore the concept of error boundaries in a React application. We’ll work through an example app to see how we can use error boundaries to deliver a better app experience. Finally, we’ll integrate Sentry into our error boundary for realtime error reporting.",REACT
https://www.smashingmagazine.com/2020/05/reusable-react-components-tailwind/ ,Building Reusable React Components Using Tailwind,"may 25, 2020 ",Tilo Mitra," Tailwind is a popular utility-first CSS framework that provides low-level class names to web developers. In this article, we’ll explore ways to build reusable React components using Tailwind.",REACT
https://www.smashingmagazine.com/2020/05/mobile-app-expo-react-native-firebase-ios-android/ ,How To Create A Mobile App In Expo And Firebase (For iOS And Android),"may 18, 2020 ",Chafik Gharbi," In this article, based on my experience with creating a GPS and navigation application, I will show you how to create a mobile app using Expo and Firebase services such as Firestore, Firebase functions and Expo push notifications.",REACT
https://www.smashingmagazine.com/2020/05/styling-components-react/ ,Styling Components In React,"may 14, 2020 ",Shedrack Akintayo," React is a fantastic JavaScript library for building rich user interfaces. It provides a great component abstraction for organizing your interfaces into well-functioning code, but what about the look and feel of the app?",REACT
https://www.smashingmagazine.com/2021/04/growing-ux-maturity-in-organizations-part-3/ ,Growing UX Maturity In Organizations: Education And Training (Part 3),"april 9, 2021 ",Victor Yocco, UX practitioners can play an important role in growing the UX maturity of the organizations and product teams they work with. This final article in a three-part series presents two additional tactics: education of staff on UX principles and processes.,UX DESIGN
https://www.smashingmagazine.com/2021/04/guarding-against-disposable-design/ ,Guarding Against Disposable Design,"april 2, 2021 ",Frederick O’Brien," Quick, constant change is a given on the web. It is often one of its greatest strengths. As ever, though, there is a balance to find. Although longevity takes a different form online, its value is immeasurable.",UX DESIGN
https://www.smashingmagazine.com/2021/03/growing-ux-maturity-in-organizations-part-2/ ,Growing UX Maturity: Knowledge Sharing And Mentorship (Part 2),"march 26, 2021 ",Victor Yocco," This article presents tactics that can be helpful for those working in organizations that have started engaging in UX, but are still at the lower to middle stages of maturity: knowledge sharing and mentorship.",UX DESIGN
https://www.smashingmagazine.com/2021/03/good-better-best-untangling-complex-world-accessible-patterns/ ,"Good, Better, Best: Untangling The Complex World Of Accessible Patterns","march 16, 2021 ",Carie Fisher," How do we know which patterns are good, better, best when it comes to accessibility? Is it better to use an established pattern/library or create new ones? With the myriad of choices available, we can quickly become caught up in a web of confusion on this topic.",UX DESIGN
https://www.smashingmagazine.com/2021/03/growing-ux-maturity-in-organizations-part-1/ ,Growing UX Maturity: Finding A UX Champion And Demonstrating ROI (Part 1),"march 12, 2021 ",Victor Yocco," We all benefit when we work to increase the overall UX maturity of our organizations. This article explores the concept of UX maturity, and focuses on finding and utilizing UX champions, and demonstrating the return on investment or value of UX.",UX DESIGN
https://www.smashingmagazine.com/2021/03/solutions-mobile-design-boost-user-experience/ ,Obscure Mobile Design Techniques That Boost UX,"march 8, 2021 ",Gert Svaiko," To inspire mobile designers, let’s look at how some clever design solutions tackle mobile navigation, confirmation dialogs, animations, and gamifying the waiting experience.",UX DESIGN
https://www.smashingmagazine.com/2021/02/building-user-trust-in-ux-design/ ,Building User Trust In UX Design,"february 26, 2021 ",Adam Fard," Trust is at the heart of a long-term strategy of any product. There are many ways to earn it, and even more ways to lose it. In this article, we’ll go through how you, as a product designer, can make sure your product nurtures and retains trust throughout every touchpoint. To do that, we’ll be borrowing some of the tricks marketers and product people have up their sleeves.",UX DESIGN
https://www.smashingmagazine.com/2021/02/material-design-text-fields/ ,Material Design Text Fields Are Badly Designed,"february 24, 2021 ",Adam Silver," Where to put the label in a web form? In the early days, we talked about left-aligned labels versus top-aligned labels. These days we talk about floating labels. Let’s explore why they aren’t a very good idea, and what to use instead.",UX DESIGN
https://www.smashingmagazine.com/2021/02/saul-bass-teach-web-design/ ,What Saul Bass Can Teach Us About Web Design,"february 12, 2021 ",Frederick O’Brien," Film credits, brand logos, posters… Saul Bass did it all, and the principles that informed his work are just as valuable now as they were 50 years ago.",UX DESIGN
https://www.smashingmagazine.com/2021/01/create-engaging-useful-chatbot/ ,How To Create An Engaging And Useful Chatbot,"january 28, 2021 ",Marli Mesibov," What makes a good chatbot experience? Most people think of witty responses and machine learning, but the basis of a chatbot UX is actually rooted in content strategy. Learn how to develop a chatbot that sounds human and engages people.",UX DESIGN
https://www.smashingmagazine.com/2021/01/towards-ad-free-web-diversifying-online-economy/ ,Towards An Ad-Free Web: Diversifying The Online Economy,"january 4, 2021 ",Frederick O’Brien," The founding principles of the World Wide Web have been warped by years of over-reliance on advertising. Fixing that imbalance and moving toward a more ethical, open web means relaying the foundations, with sites showing other ways are possible.",UX DESIGN
https://www.smashingmagazine.com/2020/12/progressive-web-apps/ ,How To Optimize Progressive Web Apps: Going Beyond The Basics,"december 23, 2020 ",Gert Svaiko," Progressive web applications are proven to raise user engagement and keep the costs down effectively. Building a modern PWA requires more than just the core setup to keep up with the user’s expectations. Therefore, let’s take a first-hand look at adding contemporary characteristics to PWAs, from functioning offline to user-friendly permission requests.",UX DESIGN
https://www.smashingmagazine.com/2020/12/feature-prioritizing-ways-reduce-subjectivity-bias/ ,Feature Prioritizing: Ways To Reduce Subjectivity And Bias,"december 22, 2020 ",Slava Shestopalov," When you’re working on a new project, what is more crucial than choosing the right features to develop? However, the exercise often turns into a spectacle of team voting. As a result, decisions change many times down the road. Let’s talk about the pitfalls of popular prioritization techniques and approaches to reducing bias and disagreement.",UX DESIGN
https://www.smashingmagazine.com/2020/12/design-simple-ui-complex-solution/ ,How To Design A Simple UI When You Have A Complex Solution,"december 11, 2020 ",Suzanne Scacca," Software and apps often solve very complex problems for businesses and consumers in the way of sales, marketing, finances, and so on. But offering a product that solves your users’ problems isn’t enough. If the UI is just as complex as the original problem, user churn is going to be high. Today, we’re going to look at some tips for designing a simple UI regardless of your solution’s complexity.",UX DESIGN
https://www.smashingmagazine.com/2020/12/making-websites-accessible/ ,Making Websites Easier To Talk To,"december 10, 2020 ",Frederick O’Brien," Modern websites aren’t inseparable from screens any more. Between phone assistants, home speakers, and screen readers, more and more people are using the web without even looking at it. Websites need to evolve in kind.",UX DESIGN
https://www.smashingmagazine.com/2020/12/ethical-considerations-ux-research/ ,Ethical Considerations In UX Research: The Need For Training And Review,"december 9, 2020 ",Victor Yocco," Research is an essential part of creating good UX. In this article, Victor Yocco discusses areas of ethical consideration for UX practitioners when conducting UX research, and explores potential solutions to preventing research from venturing into unethical territory.",UX DESIGN
https://www.smashingmagazine.com/2020/12/designing-attractive-usable-data-importer-app/ ,Designing An Attractive And Usable Data Importer For Your App,"december 2, 2020 ",Suzanne Scacca," Even though the development of a data importer is a complex matter, you don’t want your users’ experience with it to be just as complex or complicated. The second they experience any friction or fault in data onboarding, the chances of them bailing from the software will skyrocket. So, in this post, we’re going to focus on how best to present your data importer to users.",UX DESIGN
https://www.smashingmagazine.com/2020/11/weaving-web-accessibility-usability/ ,Weaving Web Accessibility With Usability,"november 30, 2020 ",Uri Paz," In this article, Uri Paz explains how a site complying with accessibility guidelines may still present usability issues when testing with real users. Find out how weaving accessibility best practices with usability testing, can help as many people as possible to fully use your site.",UX DESIGN
https://www.smashingmagazine.com/2020/11/global-digital-accessibility-developments-during-covid/ ,From The Experts: Global Digital Accessibility Developments During COVID-19,"november 12, 2020 ",Robin Christopherson," In this article, Robin Christopherson talks with experts about COVID, the challenges and opportunities the crisis brings, agile adjustments, digital inclusion, and much more.",UX DESIGN
https://www.smashingmagazine.com/2020/10/overcome-data-onboarding-challenges-software-products/ ,How To Overcome Data Onboarding Challenges For Software Products,"october 23, 2020 ",Suzanne Scacca, Data onboarding with a custom-built solution can be a difficult and error-prone process. This article takes a closer look at how Flatfile Concierge deals with this particular problem.,UX DESIGN
https://www.smashingmagazine.com/2020/10/using-webxr-with-babylonjs/ ,Using WebXR With Babylon.js,"october 9, 2020 ",Preston So," In this overview of WebXR technologies and the Babylon.js framework, we’ll inspect the underpinnings of WebXR and the most important aspects of the WebXR Device API before turning our attention to Babylon.js.",UX DESIGN
https://www.smashingmagazine.com/2020/10/website-policy-disclosure-pages/ ,Do Website Policy Disclosure Pages Always Have To Be So Ugly?,"october 6, 2020 ",Suzanne Scacca," In this article, we’re going to look at four ways that web designers can contribute to getting more policy disclosure pages read and terms actually agreed to.",UX DESIGN
https://www.smashingmagazine.com/2020/09/google-analytics-web-developers-ui-ux-design/ ,5 Ways Google Analytics Helps Web Developers In UI/UX Design,"september 30, 2020 ",Clara Buenconsejo," In this article, we’ll look at 5 features in Google Analytics that can help web developers and designers in making a better user experience on their website.",UX DESIGN
https://www.smashingmagazine.com/2020/09/intuitive-design/ ,Intuitive Design? No Such Thing!,"september 25, 2020 ",Carrie Webster," This article explores what intuitive design actually means, why it doesn’t make sense, how we can better approach design solutions, and what the future of interfaces might look like.",UX DESIGN
https://www.smashingmagazine.com/2020/09/designing-for-attention/ ,Designing For Attention,"september 15, 2020 ",Victor Yocco," In this article, Victor Yocco covers specific tactics with supporting research that are bound to help you design for attention.",UX DESIGN
https://www.smashingmagazine.com/2020/08/tips-customer-centric-landing-pages/ ,How To Create Customer-Centric Landing Pages,"august 25, 2020 ",Travis Jamison, Customer needs should be one of the primary considerations when designing a website or landing page.,UX DESIGN
https://www.smashingmagazine.com/2020/08/lessons-web-app-designers-learn-google/ ,4 Lessons Web App Designers Can Learn From Google,"august 12, 2020 ",Suzanne Scacca," Google knows exactly what consumers want and it has designed simple, intuitive, and useful solutions for them. This article explains why it’s a company whose product features you should be mirroring.",UX DESIGN
https://www.smashingmagazine.com/2020/08/design-website-five-senses/ ,Can You Design A Website For The Five Senses?,"august 4, 2020 ",Suzanne Scacca," In this article, we’ll take a look at five ways you can use the senses to put your visitors in a better headspace when they enter your site and interact with your brand.",UX DESIGN
https://www.smashingmagazine.com/2020/07/redesigning-mobile-app/ ,Is Redesigning Your Mobile App A Bad Idea?,"july 14, 2020 ",Suzanne Scacca," The Scrabble GO, Instacart and YouTube mobile apps have recently undergone disruptive redesigns. Were they worth it in the end? Let’s take a look at the mistakes made and the lessons we can extract from them.",UX DESIGN
https://www.smashingmagazine.com/2020/07/information-architecture-big-picture/ ,Information And Information Architecture: The BIG Picture,"july 1, 2020 ",Carrie Webster," Information architecture is the process of categorizing and organizing information to create structure and meaning. To give this context, this article explores not only the basics of information architecture, but also the broader view of the information age, how we use information and how it impacts our world and our lives. Understanding the bigger picture enables us to get a much clearer perception of the value that good information architecture delivers to help our information-overloaded lives.",UX DESIGN
https://www.smashingmagazine.com/2020/06/web-designers-help-restaurants-digital-experiences/ ,How Web Designers Can Help Restaurants Move Into Digital Experiences,"june 23, 2020 ",Suzanne Scacca," The restaurant industry has begun to undergo a major digital transformation. Those that want to survive will need a website that can handle the new way of operating, which means they can no longer afford to hold onto that cheap website built years ago.",UX DESIGN
https://www.smashingmagazine.com/2020/06/vitruvius-web-design/ ,What Vitruvius Can Teach Us About Web Design,"june 19, 2020 ",Frederick O’Brien, The ancients can teach us a thing or two about design ,UX DESIGN
